Accession_Number,Type,Status,Case_Type,Reviewed,Has_Attachments,Gross_Images_Stored,Fixed_Specimens_Stored,Submitter,Organisation,City,Date_Sent,Report_Date,Animal_Identification,Animal_Colour,Animal_Supplementary_Details,Animal_Number_Submitted,Animal_Number_Risk,Animal_Number_Affected,Animal_Number_Dead,Animal_Location,Animal_Location_Type,Animal_Location_Details,Animal_Breed,Animal_Species,Animal_Species_Common_Name,Animal_Sex_Classification,Animal_Sex_Details,Animal_Age_Classification,Animal_Age_Details,History_Details,History_Previous_Accession,Pathologists,Findings_Gross,Findings_Post_Mortem_Date,Histopathology_Results,Histopathology_Notes,Microbiology_Results,Microbiology_Notes,Parasitology_Results,Parasitology_Notes,Clinical_Pathology_Results,Clinical_Pathology_Notes,Diagnosis,Diagnosis_Provisional,Diagnosis_Morphological,Diagnosis_Comments
52687,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,02/11/2015,Invalid date,None,,,2,0,2,2,,,West Coast,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Unknown,,Subadult,,Found dead Hokitika Beach 22/10/2015. Has been frozen.,,Pathologist 3,"The bird was not weighed as it was missing the majority of the cooemic organs and some skeletal muscle from both legs via a large defect in the ventral abdominal area, however the was a marked reduction in the amount of pectoral muscle mass.
The distal left limb was absent from the level of the distal left tibiotarsus; this bone was devoid of soft tissue and the transection was relatively clean/smooth and in the transverse plane.",29/10/2015,,,,,,,,,"Emaciation
Extensive scavening",,,"This bird was emaciated and the internal organs had been removed via a defect in the abdominal wall which is likely the result of scavenging from another avian species. The distal part of the left limb was missing but this has likely also occured during scavenging. 
Because of the absence of internal organs we could not determine if underlying disease was the reason for the bird's poor body condition."
52688,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,29/10/2015,Invalid date,None,,,2,0,2,2,,,West Coast,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,Found on 12 mile beach on the 12/12/2014 euthanased 15/12/2014. Has been frozen.,,Pathologist 3,"The bird weighed 1.654kg and was in poor body condition. 
A full skin thickness laceration was present on the right foot over the lateral side of midtibiotarsus. Exudate was present around the wound. There was no muscle or tendon damage involved. The edges of the wound showed evidence of epithelisation. Skin thickening and necrosis was present over digits 2 and 3 particularly over the joints. The left foot had a full skin thickness wound on digit 2 mid phalange 2. A septic arthritis of the P1-P2 joint proximal to the wound was present and the P1 and P2 bones were both fractured. 
A large area of alopecia 3cm x 4cm was present on the ventral neck, no other skin lesions were associated with this. 
The right caudal air sac was thickened and covered in a yellow/brown material. 
A moderate amount of partially digested food was present in the ventriculus.",29/10/2015,,not performed,,,,,,,"Traumatic lacerations to both feet
Emaciation
Air sacculitis",,,"The lacerations appeared chronic in duration as there was some healing of the skin evident. The wounds on the left foot are indicative of dragging the foot suggesting there was likely a loss of nerve function in that foot. The penguins ability to hunt would have been impaired resulting in the emaciation. 
The air sac infection likely occured secondarily as a result of the foot wounds and subsequent emaciation. 
A cause of the foot wounds is not readily apparent given they have been present for more than a few days, but we have seen similar wounds to the feet of Yellow Eyed Penguins recently and barracuda have been the suggested cause. A pinniped attack would likely have resulted in much more severe damage and likely death and the wounds are not consistent with net entanglement."
52781,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,02/12/2015,Invalid date,None,,,1,0,1,1,,,"9 Mile Beach, Charleston",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,"Three Fiordland Crested Penguins were submitted frozen on behalf of Jimmy Doe from the Every Shore Penguin Cooperative (52781-52783). Penguin 52781 was found dead on 9 mile beach, Charleston 1.5km from the southern end of the beach on the 22nd of September 2015.
Bill L. 45.2mm W 19.0mm D 23.1mm.
Flipper 172mm.
Weight 1800gm.",,Pathologist 3,"The penguin weighed 1.72kg and was in poor body condition, with reduced pectoral muscle mass and minimal body fat reserves. The internal organs were in an advanced state of decomposition.",02/12/2015,,,,,,,,,Emaciation,,,"This bird was very emaciated, but unfortunately, due to the advance state of decomposition of the internal organs a cause for the emaciation could not be determined. There was no evidence of predation or trauma."
52782,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,02/12/2015,Invalid date,None,,,1,0,1,1,,,"9 Mile Beach, Charleston",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,"Three Fiordland Crested Penguins were submitted frozen on behalf of Janet Doe from the Seabird Accord. Penguin was found dead on the 21st of September 2015 approximately 500m south of Totera River on Nine Mile Beach in Charleston.
Bill L. 46.7mm W 17.0mm D 27.6mm
Flipper 178mm
Weight 2025gm",,Pathologist 3,"The penguin weighed 1.99kg and was in poor body condition, with reduced pectoral muscle mass and minimal body fat reserves. The internal organs were in an advanced state of decomposition.",02/12/2015,,,,,,,,,Emaciation,,,"This bird was very emaciated, but unfortunately, due to the advance state of decomposition of the internal organs a cause for the emaciation could not be determined. There was no evidence of predation or trauma."
52783,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,02/12/2015,Invalid date,None,,,1,0,1,1,,,West Coast,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Unknown,,Adult,,"Three Fiordland Crested Penguins were submitted frozen on behalf of Janet Doe from the  Seabird Accord. Penguin was in the freezer and submitted with the other two found on the beach. No details on date or location were submitted, however it was believed to have been found within the last two months.",,Pathologist 3,"The penguin weighed 2.055 kg and was in poor body condition, with reduced pectoral muscle mass and minimal body fat reserves. The internal organs were in an advanced state of decomposition.
There was a 4cm, well-demarcated region of scar tissue (healed wound) overlying the ventral aspect of the thorax on the right side.",01/12/2015,,,,,,,,,Emaciation,,,"The wound overlying the thorax was almost completely healed, however may have reduced the bird's waterproofing ability and decreased its ability to forage for extended periods contributing to the bird's emaciated state."
52977,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Dunedin,29/02/2016,Invalid date,None,,,1,0,1,1,,,"Molyneux Bay, Otago",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,"Picked up 20/02/2016 post moult with large wound to right foot, euthanased 21/02/2016 by vet.",,Pathologist 3,"The bird weighed 3.72kg and was in moderate body condition.
There were extensive and coalescing areas of deep ulceration over the lateral hock extending distally to involve large areas of cranial aspects of the 2nd, 3rd and 4th digits of the left foot. Ulcerated areas were irregularly raised, dull and mottled yellow to red; the distal condyle of the 2nd phalanyx of the 3rd digit was exposed, dull and dry. 
No obvious internal abnormalities were noted.",24/02/2016,,,,,,,,,"Euthanasia due to severe ulceration, chondro- and osteonecrosis of the left foot",,,"This bird had severe damage to the left foot. The cause of the initial injury is uncertain as the wounds appear to have been there for a period of time and have become secondarily infected. The infection was severe and deep, involving the articular cartilage and bone of at least three phalanges of the 3rd digit and it is likely others were similarly affected. Euthanasia was the only humane option."
52979,Post Mortem,Pending,,No,No,No,No,Anon2,Anon Org,Dunedin,29/02/2016,Invalid date,None,,,1,0,1,1,,,Otago,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,Flipper injury. Sent frozen 19th Feb 2016.,,Pathologist 3,"The bird weighed 2.90kg and was in poor to moderate body condition; approximately 80% of the feathers were downy.
The distal 40mm of the left flipper was absent, near the level of the mid-carpal region. The stupm was slightly swollen, dry and black.
The proventriculus contained a small amount of partially digested white ""meaty"" material. 
No other abnormalities were noted on gross post mortem.",24/02/2016,,,,,,,,,Euthanasia due to traumatic flipper amputation,,,
53012,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Dunedin,14/03/2016,Invalid date,None,,,1,0,1,1,,,"Kaka Point, Otago",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,"Euthanased by vet for lameness on both feet, 28/02/2016.",,Pathologist 3,"The bird weighed 3.095kg and was in moderate body condition.
There was marked and fairly firm and circumferential swelling of the right hock joint which extending for a short distance both proximally and distally. There was a laceration to the medio-plantar aspect of the right hock which had raised thickened margins and was plugged with dry caseous yellow material. The tendons running over the plantar aspect of the right hock were difficult to visualise due the presence of large amounts of dry caseous yellow material which extended proximally up and around the tendon sheaths. There was extensive loss and destruction of cartilage of both articular surfaces with patchy exposure of the subchondral bone; the synovium was diffusely thickened and reddened.
The 4th digit of the left leg was slightly swollen distally and the nail bed was exposed. On cross section the distal phalanx appeared grossly normal.
No other abnormalities were noted on gross post mortem.",02/03/2016,,bones in formalin,,,,,,,Euthanasia due to severe arthritis/osteomyelitis and tenosynovitis of the right hock,,,"There was an old injury to the medial and plantar aspect of the right hock which had resulted in severe infection of the hock joint, with loss of both cartilage and bone as well as infection extending up and down the associated tendon sheaths."
53776,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,07/09/2016,Invalid date,Purple No 1 Tag on foot,,,1,0,1,1,,,"South Beach (near Cycleway), Hokitika",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,The Fiordland Crested Penguin was found a few meters away from the cycleway with blood present in two places on the feathers. Bird has been frozen.,,Pathologist 3,"The bird weighed 1.671 kg and was in a very poor body condition, with a very prominent keel and poor muscle mass. Subcutaneous and intra-coelomic fat reserves were absent. 
There were several fairly superficial, healed linear abrasions on the dorsal aspect of both feet.
Both the liver and spleen were pale and uniformly shrunken. 
The proventriculus contained approximately 30 ml of a flocculent fluid with cream and black flecks and up to 10 nematodes (up to 20 mm in length, likely either Contracaecum and Porocaecum spp.). 
There were no other abnormalities noted on gross post-mortem.",07/09/2016,"Liver: diffusely, hepatocytes contain moderate amounts of brown, granular intracytoplasmic pigment resembling iron in the form of haemosiderin; numerous Kupffer cells contain similar pigment.
Spleen: moderate numbers of haemosiderin-laden macrophages are scattered throuhgout the parenchyma. 
Bearing in mind the freeze-thaw artifact sections of lung, heart and kidney show no obvious abnormalities.",limited histo samples taken,,,,,,,Starvation and emaciation,,,"This bird was female and was very skinny; there were no obvious signs of trauma, including puncture wounds, broken bones or torn muscles. Histology did not reveal any obvious underlying disease."
53777,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,19/09/2016,Invalid date,Magenta No 2 Tag on foot,,,1,0,1,1,,,"Southside, Hokitika",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,Found dead on beach 03/07/2016. Bird was frozen.,,Pathologist 3,"The bird weighed 2.27kg and was in poor body condition, with a very prominent keel and poor muscle mass. Subcutaneous and intra-coelomic fat reserves were absent. 
Both the liver and spleen were pale and uniformly shrunken and black stained fluid was present within the proventriculus and segments of intestine.
There were no other abnormalities noted on gross post-mortem.",07/09/2016,,"too autolysed, none taken",,,,,,,Starvation and emaciation,,,"This bird was female and was very skinny; there were no obvious signs of trauma, including puncture wounds, broken bones or torn muscles. Histology of the internal organs organs was not performed due to decomposition."
53778,Post Mortem,Final,,No,No,No,No,Anon2,Anon Org,Hokitika,19/09/2016,Invalid date,Octarine No 3 Tag on foot,,,1,0,1,1,,,"Mananui Beach, High Tide Mark",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Subadult,,"Found weak and emaciation, fed and treated with electrolyte supplements. Died after 2 days. Bird was frozen.",,Pathologist 3,"The bird weighed 1.94kg and was in poor body condition, with a very prominent keel and poor muscle mass. Subcutaneous and intra-coelomic fat reserves were absent. 
Both the liver and spleen were pale and uniformly shrunken and black stained fluid was present within the proventriculus and segments of intestine.
There were no other abnormalities noted on gross post-mortem.",07/09/2016,"Liver: numerous Kupffer cells contain similar pigment.
Spleen: small numbers of haemosiderin-laden macrophages are scattered throuhgout the parenchyma. 
Bearing in mind the freeze-thaw artifact sections of lung, heart,  kidney and adrenal gland show no obvious abnormalities.",,,,,,,,Starvation and emaciation,,,"This bird was male and was very skinny; there were no obvious signs of trauma, including puncture wounds, broken bones or torn muscles. Histology did not reveal any obvious underlying disease."
54172,Post Mortem,Final,,No,No,No,No,Anon,Anon Org,Dunedin,24/01/2017,Invalid date,FXP1TT (Hospital I.D.#),,,1,0,1,1,,,"Papanui Beach, Otago",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,"Found on Papanui Beach by Localplace EcoTourism. Brought to Place Technical College  for assessment. Very thin, has dislocation of left
hock. Very unstable joint and dragging foot. Unable to place normally and no deep pain or withdrawal response. Right eye is
sealed closed by discharge. A gash was noted adjacent to the lateral canthus. Cleaned with saline and when able to visualise
eye noted severe damage - hypopyon, possibly hyphema, corneal neovascularisation, very inflammed conjunctiva. Return of
vision not possible and in combinaon with the severe, non-reparable foot injury, opted for euthanasia (22/01/2017).",,Pathologist 3,"The bird weighed 3.76kg and was in moderate to good body condition. 
The cornea of the right eye was largely absent and had been replaced by a plug of moderately firm dull dry light yellow material. A small elliptical laceration was present near the lateral canthus. Post fixation sectioning of the right eye showed a similar plug of tissue replacing the cornea and structure of the anterior chamber; the lens was not visible and the vitreous contained large amounts of flocculent light yellow material. 
Multiple small abrasions were present over the dorsal aspect of the left hock, metatarsal region and digits. A ~15-20mm section of the cranialis tibialis tendon (as it runs over the dorsal and distal aspect of the tarsometatarsus) was thickend, firm and mottled light yellow. The tendon appeared intact and the articular surfaces of the left hock appeared gross normal.  
No other abnormalities were noted on gross post mortem.",24/01/2017,,,,,,,,,Euthansia due to severe keratitis and panophthalmitis of the right eye and chronic tendinopathy of the cranialis tibialis of the left leg,,,"There was severe damage to the right eye probably the result of penetrating trauma or laceration to the cornea with subsequent seconday infection. Most of the internal structures, including the lens had been destroyed- there will have been no vision in this eye and it was also likely very painful.
One of the major tendons in the left leg has been injured- a segment of the tendon was very firm indicating scarring and healing from a previous injury. There was also likely associated damage to any adjacent nerves."
55225,Post Mortem,Final,,No,No,No,No,Anon,Anon Org,Hokitika,07/11/2017,Invalid date,No ID,,,1,0,0,0,,,"Pavinga, South Westland",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,Chick found dead in colony. Has facial growths.,,Pathologist 3,"765g. The body has been frozen. The chick has a bill length of 40mm, wing chord on 66mm, and afoot length of 105mm. There are mukltiple cvariably sized cutaneous nodular masses around both eyelids, the commissures of the bill, and a single large circular nodular mass of ~20mm encompassing the cranial half of the rhampotheca (upper bill) On sectioning the bill, the underlying sinus was unaffected and the mass was confined to the epidermis. The oral cavity was clean and there were no other external abnormalities noted. The bird was in good muscle condition but had minimal fat reserves.
Internally, there was a juvenile ovary and voiduct. There was a large bursa of Fabricius (~25mm diameter). The proventriculus had small amounts of fish meat material and frozen yellow bile.The intestines were empty. There was a small haemorrhage at the body wall margin of the right lung. No other internal abnormalities noted.",07/11/2017,"The histology of all organs is affected by freezing artefact.
There is evidence of bacteraemia and septicaemia with small fibrin deposits, accumulations of heterophils and endothelial cells containing fine bacilli in the lungs, liver, kidney, spleen, heart, skeletal muscle and adrenal gland.

The bursa of Fabricius is depleted and there is lympholysis of remaining lymphopoietic cells.

The skin of the face shows areas od deep ulceration of the epidermis, with thick crusts of exudates comprised of necrotic cell debris and inflammatory cells. In the dermis underlying these areas there is is diffuse heterophilic infiltrates. In other areas there are large sections of the epidermis with hyperkeratosis and ballooning degeneration of squamous cells. There are large numbers of large eosinophilic intra-cytoplasmic inclusions (Bollinger bodies) throughout this proliferative epidermis.",,,,,,"Poxvirus PCR positive and sequencing shows a penguin pox (99% similarity) from Argentina (Magellanic P) and Antarctica (Southern Giant petrel), Midway Is (Albatross) _ Clade Group A3",,"1. Cutaneous avipoxvirus - A3 clade
2. Bacteraemia and septicaemia",Cutaneous poxvirus,,"The lesions on this chicks face are consistent with poxvirus spread by biting insects, and this is confirmed by characteristic histological changes and molecular techniques. Poxvirus is abundant in NZ avifauna and while this is the first case of likely cutaneous pox in a NZ penguin no special precautions by field staff are required other than routine cleaning and disinfection of gear between handling birds. Poxvirus requires a break ion the skin to become established, hence it is most commonly spread by biting insects. There is a large pool of poxvirus reservoirs in the introduced birds of New Zealand and most infections in native species trace back to these birds. This case represents a new host record in New Zealand penguins but we have previously isolated this clade of poxvirus A3 in kereru, kiwi and paradise shelduck in New Zealand. Internationally this poxvirus has been found in Magellanic penguins in South America, albatross in Midway and giant petrels in Antarctica. In most species, poxvirus is a sporadic disease, but please let us know if other cases are seen in the Fiordland Cretsed Penguin colony"
55277,Post Mortem,Final,,No,No,No,No,Anon,Anon Org,Haast,23/11/2017,Invalid date,Wild,,,1,1,1,1,Coastline,Wild,"Haast Beach, Westland",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,Was seen the previous evening (19/11/17) â€œnot wellâ€ on beach. Was found dead this morning freshly dead. The weather has been sunny and warm.,,Pathologist 3,The bird weighed 2.03kg and was emaciated body condition. The bone marrow was dark red and had started to be metabolised. The entire length of the gastrointestinal tract contained scant dark brown to black digesta â€“ melaena. The urates were green. No other gross abnormalities detected.,22/11/2017,"Lung: there are small numbers of haemosiderin-laden macxrophages scattered throughout the interstitium.
Liver: large numbers of Kupffer cells contain haemosiderin while most hepatocytes appear slightly smaller and contain a small amount of similar material. Portal areas contain increased numbers of mononuclear cells and immature granulocytes (likely EMH).
Spleen: moderate numbers of haemosiderin-laden macrophages are scattered throughout the parenchyma.
Adrenal gland: there is patchy haemorrhage beneath the capsule.
Sections of kidney, proventriculus and gizzard show no obvious abnormalities.",,,,,,,,Emaciation and starvation,,,This bird was emaciated with melaena through the gastrointestinal tract which supports starvation. Histology of the internal organs did not reveal any obviuos underlying disease that would explain the bird's emaciated boy condition.
55533,Post Mortem,Final,Department of Conservation,No,No,Yes,Yes,Anon,Anon Org3,Dunedin,01/03/2018,28/02/2018,Hospital ID 1800,,,1,1,1,1,Coastline,Wild,Harrington Point Otago,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Subadult,,"The penguin was found on the beach post-moult surrounded by people. The penguin was noted to have severe injuries to the right foot, with chronic traumatic amputation of the medial toe. The hock felt fused on palpation, and the bird was in poor body condition. The bird was euthanased on the 25/2/18. ",,Pathologist 3,"The penguin weighed 3.4kg and was in moderate body condition with moderate pectoral muscle mass and moderate amounts of intracoelomic fat reserves. 
There was severe swelling of the subcutaneous tissues of the right hock, with apparent fusion of the joint. Digit 2 was missing, with exposure of the articular aspect of the tarsometatarsus medially. There was casseous discharge overlying the bone in this area. 
There were multifocal to coalescing full thickness skin wounds over the dorsal aspect of the right foot, with overlying yellow casseous material. There were also linear partial thickness skin wounds on the dorsal and plantar aspects of the foot, with evidence of chronic healing in some areas. 
There was a partial thickness, circular skin ulcer on the dorsal aspect of digit 3 of the left foot. This ulcer was covered with yellow casseous discharge superficially. 
The liver and spleen were severely enlarged diffusely and firm on palpation. There was apparent renomegaly with an enhanced dark red reticulate pattern present diffusely. 
The lungs were deep red diffusely, and contained a moderate amount of serosanguinous fluid on cut section. 
The proventriculus contained bile stained mucous and a small amount of pebbles. 
All other internal organs were within gross normal limits. ",27/02/2018,,slides cut and stained,,,,,,X-rays of leg taken = severe osteomyelitis of the tibiotarsus and tarsometatarsus of the right hock. (x-rays taken for research),"Severe chronic foot wounds
Euthanasia","Euthanasia due to severe and chronic foot wounds;
1) Traumatic amputation 2nd digit of the right foot
2) Osteochondritis of the right hock


",,"The appearance of the wounds of the right foot is consistent with severe, chronic traumatic injuries that have become infected secondarily. Post mortem x-rays confirmed osteomyelitis of the tibiotarsus and tarsometatarsus of the right leg associated with these chronic injuries. "
55549,Post Mortem,Final,,No,No,No,Yes,Anon,Anon Org3,Dunedin,01/03/2018,22/03/2018,None,,,1,,1,1,Coastline,Wild,"Papanui Beach, Otago",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,"The penguin was found washed up dead on Papanui Beach. The bird was only part way through moult, and weighed 2.3kg. The bird was frozen prior to submission. ",,Pathologist 3,"The penguin weighed 2.38kg and was in poor body condition with minimal pectoral muscuGVTSre and no intracoelomic or subcutaenous fat reserves. The bird had 50% feathers in full moult. The eyes were missing and there was moderate decomposition of all internal viscera. 
The proventriculus and gastrointestinal tract contained melaena. 
The lungs were deep red in colour. 
All other internal organs were within gross normal limits. ",01/03/2018,"Lung: there is marked congestion.
Liver: large numbers of Kupffer cells contain haemosiderin.
Spleen: large numbers of haemosiderin-laden macrophages are scattered throughout the parenchyma. 
Sections of heart and kidney show no obvious abnormalities.",,,,,,,,Starvation and emaciation,"
",,"This was a juvenile female penguin in poor body condition. There was digested blood present within the proventriculus and intestines, which occurs in birds during severe emaciation and starvation. It is likely that this bird did not have sufficient reserves to moult, and subsequently starved to death. Histology of the internal organs did not reveal any lesions that would suggest and Avian Malarial infection."
55581,Post Mortem,Final,,No,No,No,No,Anon,Anon Org3,Oamaru,16/03/2018,16/03/2018,None,,,1,,1,1,Coastline,Wild,"Beach Road, Oamaru",Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Juvenile,,Found dead 06/03/2018.,,Pathologist 3,"The bird weighed 1.90kg and was in very poor body condition, with reduced (and pale) pectoral muscle mass and minimal body fat reserves.
The internal organs were in a fairly advanced state of decomposition but the proventriculus contained melaena stained mucus and no pebbles.",07/03/2018,,,,,,,,,Starvation and emaciation,,,This was a juvenile male penguin in very poor body condition. Unfortunately the internal organs were too decomposed to perform any further tests.
55600,Post Mortem,Final,,No,No,No,Yes,Anon,Anon Org3,Dunedin,14/03/2018,14/03/2018,None,,,1,,1,1,Coastline,Wild,Sandfly Bay,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Juvenile,,Seen alive but subsequently found dead 27/02/2018. Frozen prior to submission.,,Pathologist 3,"The bird weighed 1.727kg and was in poor body condition, with reduced and pale pectoral muscle mass and minimal body fat reserves.
There was a small amount of straw-coloured fluid within the coelom and the lungs were congested and oedematous.
Both the liver and spleen were uniformly shrunken and pale.
The proventriculus contained several pebbles and some bile stained grass-like material.
No other abnormalities were found on gross post mortem.",08/03/2018,"Lung: there are slightly increased numbers of heterophils within the interstitium.
Liver: large numbers of Kupffer cells contain haemosiderin.
Spleen: there is lymphoid depletion with increased proximity of sheathed arterioles; large numbers of haemosiderin-laden macrophages are scattered throughout the parenchyma.
Sections of heart and kidney show no obvious abnormalities.
",,,,,,,,Starvation and emaciation,,,This was a juvenile female penguin in poor body condition. Histology of the major organs did not reveal any obvious signs of any underlying disease that would explain the bird's emaciated state.
56622,Biopsy,Final,,No,No,No,Yes,Anon,Anon Org3,Palmerston North,01/11/2018,01/11/2018,89654,,,,,,,Coastline,Wild,Feather Foundation ex West Coast,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Unknown,,Adult,,The penguin was admitted to Feather Foundation with a severe laceration over the dorsal aspect of the caudal vertebrae/pygostyle.,,Pathologist 3,Biopsy of uropygial gland submitted in formalin.,24/10/2018,Sections are composed of normal uropygial gland.,,,,,,,,Normal uropygial gland,,,There was no indication of any infection/inflammation with the sections examined.
56652,Post Mortem,Pending,,No,No,Yes,Yes,Anon,Anon Org3,Dunedin,09/11/2018,Invalid date,1810,,,1,,1,1,Coastline,Wild,Otago Peninsula,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Male,,Adult,,"Originally found being tossed in the surf on 10 October. Admitted to hospital - weak and emaciated. Intensive care provided and slowly fed the bird to mitigate the effects of starvation
Biochemistry normal, WCC normal, +++++ Leucocytozoon tawaki on blood smear. The bird improved and was deemed strong enough to go to rehab on 26th October.
On the 2nd of November he was noted to be lethargic and not doing very well so was brought back to hospital. Repeat blood tests normal.  Leucocytozoon still present in reasonably high numbers. No Plasmodium noted on blood smear. 
Intensive care and supportive therapy sulphonamides. The bird appeared to be doing ok however sadly died overnight and was found dead on 7/11.
",,Pathologist 3,"The bird weighed 3.206 kg (wet feathers and skin) and was in reduced body condition. Light red-stained mucoid material was present in the oral cavity and the skeletal muscuGVTSre had a general pallor. There was red-tinged oedema over the ventral abdominal muscuGVTSre.
There was a ~5 mm in diameter full thickness perforation in the left lateral aspect of the proximal oesophagus which communicated with a ~10 mm in diameter encapsulated plug of caseous yellow material on the oesophageal adventitia. 
Haemorrhage was present in the coronary fat of the heart. The liver was moderately swollen, diffusely pale and very soft/friable and contained multiple gas bubbles (up to ~10 mm in diameter). The spleen was slightly enlarged.
The pleura of the right lung and the right thoracic airsacs were coated in a fairly thick layer of granular to slimy light green material; both lungs were diffusely deep red. 
The right abdominal airsac contained a large amount of gelatinous clotted blood. Large amounts of similar material enveloped and were loosely adhered to the serosal surface of multiple loops of intestine.
The proventriculus contained a moderate amount of partially digested fish material. Segments of the intestine, including the colon contained a moderate amount of white-to-tan mucoid material.
No other abnormalities were noted on gross post mortem.
",08/11/2018,Pending,,,,,,,,,"Unilateral pleuritis and airsacculitis
Marked intracoelomic haemorrhage
Subacute oesophageal perforation",,"The most remarkable gross findings was the large amount of clotted blood within the right abdominal airsac and clotted blood enveloping multiple loops of intestine. The source of the blood is not clear but may be due to damage to the vascular system (rather than a lacerated blood vessel or intestinal tract). Many of the organs, most noticeably the liver, were quite autolysed which could indicate the bird had a high temperature when he died or possibly a Clostridial infection.
There looked to have been a perforation and ""abscess"" formation at the proximal oesophagus which could be several days old. This could have predisposed to an aspiration event result in the pleuritis and airsacculitis (it looked more bacterial than fungal). I'm having trouble putting all these things together but hopefully histology will help with this (unfortunately some of the organs were a bit autolysed as previously mentioned). "
56896,Post Mortem,Final,Department of Conservation,No,No,No,Yes,Anon,Anon Org3,Dunedin,30/01/2019,15/07/2019,No ID,,,1,,1,1,Coastline,Wild,Aramoana Mole,Fiordland Crested Penguin,Avian-Wildlife,Birds - Wildlife,Female,,Adult,,Found dead at Aramoana Mole on 26/1/2019. On submission the bird was partially frozen.,,Pathologist 3,"The bird weighed 1.799 kg and was emaciated.
Several old scars of variable size and shape were visible over the dorsal skin of both feet. A large number of maggots were in the oral cavity and across the ventral abdominal feathers. 
Very dark brown to black liquid through oesophagus and proventriculus. No fecal contents in the cloaca. 
",30/01/2019,"Liver: large numbers of Kupffer cells contain haemosiderin.
Spleen: there is a reduction in the amount of lymphoid tissue within increased proximity of sheathed arterioles. Moderate numbers of haemosiderin-laden macrophages are scattered throughout the parenchyma.
Bearing in mind the freeze-thaw artifact, sections of lung and kidney show no obvious abnormalities.",,,,,,,,Emaciation and starvation,,,"This was an adult female penguin in poor body condition. Apart from some old healed wounds to the feet, there were no histological abnormalities that would explain her poor body condition. There was no obvious histological evidence of an Avian Malaria infection."
